ccode,VMAR_Region,GPOP,CPOP,GPRO,LANG,CUSTOM,BELIEF,RELIGS1,RACE,GROUPCON,GC119,GC2,GC6B,GC7,GC10,GC11,AUTLOST,YEARWT,MAGN,PRSTAT,SEPX,SEPKIN,EMIG,DISPLACE,POLDIS,ECDIS,CULPO1,CULPO2,GOJPA,AUTON2,AUTGAIN,AUTPRO,LEGISREP,EXECREP,GUARREP,POLGR,ECGR,CULGR,KINSUP,KINMATSUP,KINPOLSUP,KINMILSUP,STASUP,STAMATSUP,STAPOLSUP,STAMILSUP,NSASUP,NSAMATSUP,NSAPOLSUP,NSAMILSUP,INTRACON,FACTSEV1,FACTSEV2,FACTSEV3,INTERCON,CCGROUPSEV1,CCGROUPSEV2,CCGROUPSEV3,PROT,REB,REPGENCIV
373,3,5,6,0.02,2,0,2,2,0,3,4,1,3,3,1,3,0.75,4,2,2,3,0,1,0,0,0,0,0,3,0,-1,-1,0,0,0,4,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
373,3,5,6,0.02,2,0,2,2,0,3,4,1,3,3,1,3,0.75,4,2,2,3,0,1,0,0,0,0,0,3,0,-1,-1,0,0,0,4,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
373,3,5,6,0.026,1,0,1,5,0,1,3,1,-1,-1,2,1,0,1,1,0,3,1,0,0,0,0,0,2,3,0,-1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,3,5,6,0.026,1,0,1,5,0,1,3,1,-1,-1,2,1,0,1,1,0,3,1,0,0,0,0,0,2,3,0,-1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
373,3,5,6,0.026,1,0,1,5,0,1,3,1,-1,-1,2,1,0,1,1,0,3,1,0,0,0,0,0,2,3,0,-1,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,3,5,6,0.018,2,0,2,2,1,1,5,0,0,0,1,3,0,1,1,0,1,1,0,0,0,0,0,0,1,0,-1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,3,5,6,0.018,2,0,2,2,1,1,5,0,0,0,1,3,0,1,1,0,1,1,0,0,0,0,0,0,1,0,-1,0,1,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,3,5,6,0.018,2,0,2,2,1,1,5,0,0,0,1,3,0,1,1,0,1,1,0,0,0,0,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,3,5,6,0.04,2,1,2,2,3,1,4,0,0,0,1,3,2,1,1,2,1,1,0,0,4,4,2,3,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,3,5,6,0.04,2,1,2,2,3,1,4,0,0,0,1,3,2,1,1,2,1,1,0,1,4,4,2,3,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,3,5,6,0.04,2,1,2,2,3,1,4,0,0,0,1,3,2,1,1,2,1,1,0,0,4,4,2,3,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,3,4,6,0.009,2,1,2,2,0,1,5,0,0,0,1,3,2,1,1,2,1,1,1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,3,4,6,0.009,2,1,2,2,0,1,5,0,0,0,1,3,2,1,1,2,1,1,1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,3,4,6,0.009,2,1,2,2,0,1,5,0,0,0,1,3,2,1,1,2,1,1,1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,3,6,6,0.15,1,0,0,5,0,3,4,0,0,0,1,3,0,1,1,0,3,0,0,0,3,3,0,0,2,0,-1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,3,6,6,0.15,1,0,0,5,0,3,4,0,0,0,1,3,0,1,1,0,3,0,0,0,3,3,0,0,2,0,-1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,3,6,6,0.15,1,0,0,5,0,3,4,0,0,0,1,3,0,1,1,0,3,0,0,0,3,3,0,0,2,0,-1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
703,3,5,6,0.125,0,1,2,2,3,3,4,1,3,3,2,3,2,1,1,2,1,1,2,0,0,0,0,2,2,0,-1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,3,5,6,0.125,0,1,2,2,3,3,4,1,3,3,2,3,2,1,1,2,1,1,2,0,0,0,0,2,2,0,-1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,3,5,6,0.125,0,1,2,2,3,3,4,1,3,3,2,3,2,1,1,2,1,1,1,0,0,0,0,2,2,0,-1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
703,3,5,6,0.14,1,1,0,5,0,3,2,0,0,0,1,3,0,1,1,0,0,0,0,0,3,2,0,2,3,0,-1,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,3,5,6,0.14,1,1,0,5,0,3,2,0,0,0,1,3,0,1,1,0,0,0,0,0,3,3,0,2,3,0,-1,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
703,3,5,6,0.14,1,1,0,5,0,3,2,0,0,0,1,3,0,1,1,0,0,0,0,0,3,3,0,2,3,0,-1,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,3,0,0
704,3,6,7,0.055,2,1,2,2,3,1,4,0,0,0,1,3,2,1,1,2,1,1,0,0,3,0,0,2,1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,3,6,7,0.055,2,1,2,2,3,1,4,0,0,0,1,3,2,1,1,2,1,1,0,0,3,0,0,2,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,3,6,7,0.055,2,1,2,2,3,1,4,0,0,0,1,3,2,1,1,2,1,1,0,0,3,0,0,2,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,3,6,7,0.05,1,0,0,5,0,1,4,0,0,0,1,3,0,1,1,0,3,0,0,0,3,3,2,2,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,3,6,7,0.05,1,0,0,5,0,1,4,0,0,0,1,3,0,1,1,0,3,0,0,0,3,3,2,2,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,3,6,7,0.05,1,0,0,5,0,1,4,0,0,0,1,3,0,1,1,0,3,0,0,0,3,3,2,2,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,3,6,7,0.3,2,1,2,2,3,3,5,1,3,3,2,3,2,1,1,2,3,1,1,0,3,3,0,2,2,0,-1,0,1,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,3,6,7,0.3,2,1,2,2,3,3,5,1,3,3,2,3,2,1,1,2,3,1,1,0,3,3,0,2,2,0,-1,0,1,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,3,6,7,0.3,2,1,2,2,3,3,5,1,3,3,2,3,2,1,1,2,3,1,1,0,3,3,0,2,2,0,-1,0,1,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
705,3,5,7,0.024,1,1,2,3,3,3,5,0,0,0,1,3,0,1,1,0,0,0,2,0,3,2,0,2,1,0,-1,0,-1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,3,5,7,0.024,1,1,2,3,3,3,5,0,0,0,1,3,0,1,1,0,0,0,2,0,3,2,0,2,1,0,-1,0,-1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,3,5,7,0.024,1,1,2,3,3,3,5,0,0,0,1,3,0,1,1,0,0,0,2,0,3,2,0,2,1,0,-1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,4,5,7,0.08,1,1,0,5,2,3,1,1,3,3,3,1,0.6,5,3,1,3,1,0,0,1,1,0,0,0,0,-1,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,1,3,-1,0,0,1,0
432,4,5,7,0.08,1,1,0,5,2,3,1,1,3,3,3,1,0.6,5,3,1,3,1,0,0,1,1,0,0,0,0,-1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
432,4,5,7,0.08,1,1,0,5,2,3,1,1,3,3,3,1,0.6,5,3,1,3,1,0,1,1,1,0,0,5,0,-1,0,1,0,1,3,2,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,5,0,0,0,1,0
433,4,5,7,0.046,1,1,2,-1,0,3,1,1,3,3,3,2,0.6,5,3,1,3,0,0,0,4,2,0,0,4,0,-1,0,0,0,0,4,2,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,5,3,3,1,1,0
433,4,5,7,0.046,1,1,2,-1,0,3,1,1,3,3,3,2,0.6,5,3,1,3,0,0,0,4,2,0,0,4,0,-1,0,0,0,0,4,2,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0
433,4,5,7,0.046,1,1,2,-1,0,3,1,1,3,3,3,2,0.6,5,3,1,3,0,1,2,4,2,0,0,4,0,-1,0,0,0,0,4,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,4,0,0,1,5,0,0,0,4,0
435,4,5,6,0.2567,1,1,0,5,2,3,-1,1,3,3,3,2,1,5,3,3,0,0,0,0,3,3,0,2,3,0,-1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
435,4,5,6,0.2567,1,1,0,5,2,3,-1,1,3,3,3,2,1,5,3,3,0,0,0,0,3,3,0,2,3,0,-1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,4,5,6,0.2567,1,1,0,5,2,3,-1,1,3,3,3,2,1,5,3,3,0,0,0,0,3,3,0,2,3,0,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
435,4,6,6,0.3625,0,0,0,5,0,0,4,0,0,0,1,1,0,2,1,0,0,0,0,0,3,4,0,0,2,0,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,4,6,6,0.3625,0,0,0,5,0,0,4,0,0,0,1,1,0,2,1,0,0,0,0,0,3,4,0,0,2,0,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,4,6,6,0.3625,0,0,0,5,0,0,4,0,0,0,1,1,0,2,1,0,0,0,0,0,3,4,0,0,2,0,-1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,4,6,7,0.0843,2,1,0,5,2,2,2,1,-1,-1,3,2,1.25,4,3,3,3,1,0,0,2,2,0,0,5,0,-1,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,-1,0,0,1,0
436,4,6,7,0.0843,2,1,0,5,2,2,2,1,-1,-1,3,1,1.25,4,3,3,3,1,0,0,2,2,0,0,4,0,-1,0,0,-1,0,3,2,0,0,0,0,0,1,1,-1,0,1,1,1,0,0,0,0,0,-1,-1,0,0,0,0,0
436,4,6,7,0.0843,2,1,0,5,2,2,2,1,-1,-1,3,1,1.25,4,3,3,3,1,0,0,2,2,0,0,4,0,-1,0,0,-1,0,3,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
438,4,6,6,0.4,1,0,0,5,0,3,1,1,3,3,3,2,1,5,3,3,0,0,0,0,3,0,0,0,2,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,4,6,6,0.4,1,0,0,5,0,3,1,1,3,3,3,2,1,5,3,3,0,0,0,0,3,0,0,0,2,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
438,4,6,6,0.4,1,0,0,5,0,3,1,1,3,3,3,2,1,5,3,3,0,0,0,0,3,0,0,0,2,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,4,6,6,0.3,2,0,0,5,0,3,1,1,3,3,3,1,1,5,3,3,0,0,0,0,3,0,0,0,2,0,-1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
438,4,6,6,0.3,2,0,0,5,0,3,1,1,3,3,3,1,1,5,3,3,0,0,0,0,3,0,0,0,2,0,-1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5,1,0,3,0,0
438,4,6,6,0.3,2,0,0,5,0,3,1,1,3,3,3,1,1,5,3,3,0,0,0,0,3,0,0,0,2,0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,4,6,6,0.16,1,1,0,5,0,3,2,1,3,3,2,1,0.6,5,3,1,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,4,6,6,0.16,1,1,0,5,0,3,2,1,3,3,2,1,0.6,5,3,1,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,4,6,6,0.16,1,1,0,5,0,3,2,1,3,3,2,1,0.6,5,3,1,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,4,5,6,0.08,0,1,2,-1,0,1,5,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,4,5,6,0.08,0,1,2,-1,0,1,5,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,4,5,6,0.08,0,1,2,-1,0,1,5,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,4,5,6,0.0787,1,1,2,9,0,3,1,1,3,3,2,1,0.6,5,3,1,0,0,0,0,0,1,0,0,2,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,4,5,6,0.0787,1,1,2,9,0,3,1,1,3,3,2,1,0.6,5,3,1,0,0,0,0,0,1,0,0,2,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,0
451,4,5,6,0.0787,1,1,2,9,0,3,1,1,3,3,2,1,0.6,5,3,1,0,0,0,0,0,1,0,0,2,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,2,0,0
451,4,6,6,0.3,0,0,0,5,0,3,2,1,3,3,2,1,1,5,3,3,0,0,0,0,0,0,0,0,2,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,4,6,6,0.3,0,0,0,5,0,3,2,1,3,3,2,1,1,5,3,3,0,0,0,0,0,0,0,0,2,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,4,6,6,0.3,0,0,0,5,0,3,2,1,3,3,2,1,1,5,3,3,0,0,0,0,0,0,0,0,2,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,4,6,6,0.3,1,1,0,5,0,3,-1,1,3,3,2,1,1,5,3,3,0,0,0,0,0,2,0,0,2,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,4,6,6,0.3,1,1,0,5,0,3,-1,1,3,3,2,1,1,5,3,3,0,0,0,0,0,2,0,0,2,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,4,6,6,0.3,1,1,0,5,0,3,-1,1,3,3,2,1,1,5,3,3,0,0,0,0,0,2,0,0,2,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,4,6,7,0.15,1,0,2,-1,0,3,3,1,3,3,1,1,1,5,3,3,0,0,0,0,0,0,0,0,2,0,-1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,4,6,7,0.15,1,0,2,-1,0,3,3,1,3,3,1,1,1,5,3,3,0,0,0,0,0,0,0,0,2,0,-1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0
452,4,6,7,0.15,1,0,2,-1,0,3,3,1,3,3,1,1,1,5,3,3,0,0,0,0,0,0,0,0,2,0,-1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,4,6,7,0.1235,1,1,2,1,0,3,3,1,3,3,1,1,0.6,5,3,1,2,1,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,4,6,7,0.1235,1,1,2,1,0,3,3,1,3,3,1,1,0.6,5,3,1,2,1,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
452,4,6,7,0.1235,1,1,2,1,0,3,3,1,3,3,1,1,0.6,5,3,1,2,1,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,4,6,7,0.16,0,0,0,5,0,3,4,1,3,3,1,3,1,5,3,3,0,0,0,0,2,2,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,4,6,7,0.16,0,0,0,5,0,3,4,1,3,3,1,3,1,5,3,3,0,0,0,0,2,2,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,4,6,7,0.16,0,0,0,5,0,3,4,1,3,3,1,3,1,5,3,3,0,0,0,0,2,2,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
461,4,6,6,0.44,1,0,0,-1,0,3,4,1,3,3,3,1,0.6,5,3,1,1,1,0,0,2,0,0,0,2,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,4,6,6,0.44,1,0,0,-1,0,3,4,1,3,3,3,1,0.6,5,3,1,1,1,-1,0,2,0,0,0,2,0,-1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0
461,4,6,6,0.44,1,0,0,-1,0,3,4,1,3,3,3,1,0.6,5,3,1,1,1,0,0,2,0,0,0,2,0,-1,0,0,-1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,4,5,6,0.15,1,0,2,9,0,2,1,1,3,3,2,1,0.6,5,3,1,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
461,4,5,6,0.15,1,0,2,9,0,2,1,1,3,3,2,1,0.6,5,3,1,0,0,0,1,0,0,0,0,2,0,-1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
461,4,5,6,0.15,1,0,2,9,0,2,1,1,3,3,2,1,0.6,5,3,1,0,0,0,0,0,0,0,0,2,0,-1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
471,4,6,7,0.11,1,-1,2,9,1,3,1,1,3,3,3,1,0.6,5,3,1,0,0,0,0,2,2,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,4,6,7,0.11,1,-1,2,9,1,3,1,1,3,3,3,1,0.6,5,3,1,0,0,0,0,2,2,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,4,6,7,0.11,1,-1,2,9,1,3,1,1,3,3,3,1,0.6,5,3,1,0,0,0,0,2,2,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,4,6,7,0.2,1,0,1,3,0,3,-1,1,3,3,2,1,0.6,5,3,1,3,0,0,0,4,3,0,2,3,0,-1,0,1,1,0,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,-1,0
471,4,6,7,0.2,1,0,1,3,0,3,-1,1,3,3,2,1,0.6,5,3,1,3,0,0,0,4,3,0,2,3,0,-1,0,1,1,0,4,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0
471,4,6,7,0.2,1,0,1,3,0,3,-1,1,3,3,2,1,0.6,5,3,1,3,0,0,0,4,3,0,2,3,0,-1,0,1,1,0,4,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,0,1,1,1,0,3,0,0
471,4,6,7,0.27,1,0,0,-1,0,3,-1,1,3,3,1,1,0.6,5,3,1,2,0,0,0,3,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,4,6,7,0.27,1,0,0,-1,0,3,-1,1,3,3,1,1,0.6,5,3,1,2,0,0,0,3,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
471,4,6,7,0.27,1,0,0,-1,0,3,-1,1,3,3,1,1,0.6,5,3,1,2,0,0,0,3,0,0,0,1,0,-1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
475,4,7,8,0.18,1,1,2,3,0,2,-1,1,2,2,0,1,2,2,2,3,3,0,1,1,0,0,0,0,3,0,-1,0,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,0,0,2,1,0
475,4,7,8,0.18,1,1,2,3,0,2,-1,1,2,2,0,1,2,2,2,3,3,0,1,0,0,0,0,0,3,0,-1,0,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,3,1,0
475,4,7,8,0.18,1,1,2,3,0,2,-1,1,2,2,0,1,2,2,2,3,3,0,1,1,0,0,0,0,3,0,-1,0,1,1,1,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,-1,0,3,1,0
475,4,6,8,0.0379,1,0,2,3,0,3,1,1,3,3,0,0,1.25,4,3,3,3,0,0,0,2,3,0,0,2,0,-1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
475,4,6,8,0.0379,1,0,2,3,0,3,1,1,3,3,0,0,1.25,4,3,3,3,0,0,0,2,3,0,0,2,0,-1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
475,4,6,8,0.0379,1,0,2,3,0,3,1,1,3,3,0,0,1.25,4,3,3,3,0,0,0,2,3,0,0,2,0,-1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
475,4,7,8,0.21,1,1,-1,-1,0,3,3,1,3,3,2,1,2,2,2,3,3,0,0,0,0,0,0,0,3,0,-1,0,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,1,3,3,0,-1,0,0
475,4,7,8,0.21,1,1,-1,-1,0,3,3,1,3,3,2,1,2,2,2,3,3,0,0,0,0,0,0,0,3,0,-1,0,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0
475,4,7,8,0.21,1,1,-1,-1,0,3,3,1,3,3,2,2,2,2,2,3,3,0,0,1,0,0,0,0,3,0,-1,0,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,3,3,3,0,0
475,4,7,8,0.1,1,1,2,3,0,3,-1,1,3,3,0,0,0.2,5,1,1,-1,0,0,1,3,4,0,0,4,0,-1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,5,3,3,0,1,1
