ccode,VMAR_Region,GPOP,CPOP,GPRO,LANG,CUSTOM,BELIEF,RELIGS1,RACE,GROUPCON,GC119,GC2,GC6B,GC7,GC10,GC11,AUTLOST,YEARWT,MAGN,PRSTAT,SEPX,SEPKIN,EMIG,DISPLACE,POLDIS,ECDIS,CULPO1,CULPO2,GOJPA,AUTON2,AUTGAIN,AUTPRO,LEGISREP,EXECREP,GUARREP,POLGR,ECGR,CULGR,KINSUP,KINMATSUP,KINPOLSUP,KINMILSUP,STASUP,STAMATSUP,STAPOLSUP,STAMILSUP,NSASUP,NSAMATSUP,NSAPOLSUP,NSAMILSUP,INTRACON,FACTSEV1,FACTSEV2,FACTSEV3,INTERCON,CCGROUPSEV1,CCGROUPSEV2,CCGROUPSEV3,PROT,REB,REPGENCIV
345,3,5,6,0.044,1,1,2,5,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,3,3,0,0,2,0,-1,0,0,0,0,1,1,0,0,0,0,0,1,1,-1,0,1,1,0,0,0,0,0,0,1,3,0,0,3,0,1
345,3,5,6,0.044,1,1,2,5,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,3,3,0,0,2,0,-1,0,0,0,0,1,1,0,0,0,0,0,1,1,-1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
345,3,2,6,0.00007,0,0,1,1,0,1,4,0,0,0,1,3,0,0,0,0,0,1,0,0,2,3,1,1,2,0,-1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
345,3,2,6,0.00007,0,0,1,1,0,1,4,0,0,0,1,3,0,0,0,0,0,1,0,0,2,3,1,1,2,0,-1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
345,3,2,6,0.00007,0,0,1,1,0,1,4,0,0,0,1,3,0,0,0,0,0,1,0,0,2,3,1,1,2,0,-1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
346,3,6,6,0.371,0,0,2,2,0,2,3,1,3,3,3,3,2,1,1,2,3,0,1,0,0,2,1,0,2,1,1995,91,1,1,1,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,3,0,0
346,3,6,6,0.371,0,0,2,2,0,2,3,1,3,3,3,3,2,1,1,2,3,0,1,0,0,2,1,0,2,1,1995,91,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,3,0,0
346,3,6,6,0.371,0,0,2,2,0,2,3,1,3,3,3,3,2,1,1,2,3,0,1,0,0,2,1,0,2,1,1995,91,1,1,1,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,3,0,3,0,0
346,3,5,6,0.154,0,0,2,1,0,2,3,1,1,1,2,3,2,1,1,2,3,0,1,0,0,0,1,0,2,0,-1,0,1,1,1,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,3,0,0
346,3,5,6,0.154,0,0,2,1,0,2,3,1,1,1,2,3,2,1,1,2,3,0,1,0,0,0,1,0,2,0,-1,0,1,1,1,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0
346,3,5,6,0.154,0,0,2,1,0,2,3,1,1,1,2,3,2,1,1,2,3,0,1,0,0,0,1,0,2,0,-1,0,1,1,1,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,3,0,2,0,0
346,3,6,6,0.48,0,0,0,5,0,2,3,1,2,2,1,1,2,1,1,2,3,1,1,0,0,2,1,0,2,0,-1,-1,1,1,1,1,1,2,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,3,3,0,2,0,0
346,3,6,6,0.48,0,0,0,5,0,2,3,1,2,2,1,1,2,1,1,2,3,1,1,0,0,2,1,0,2,0,-1,-1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,0,0,1,0
346,3,6,6,0.48,0,0,0,5,0,2,3,1,2,2,1,1,2,1,1,2,3,1,1,0,0,2,1,0,2,0,-1,-1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,3,0,2,1,0
355,3,5,6,0.1108,1,1,2,5,0,2,2,0,0,0,1,3,1,4,3,2,0,1,0,0,0,2,2,0,2,0,-1,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
355,3,5,6,0.1118,1,1,2,5,0,2,2,0,0,0,1,3,1,4,3,2,0,1,0,0,0,2,2,0,2,0,-1,0,1,1,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,3,5,6,0.1128,1,1,2,5,0,2,2,0,0,0,1,3,1,4,3,2,0,1,0,0,0,2,2,0,2,0,-1,0,1,1,0,-1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
355,3,5,6,0.0531,1,1,0,2,1,0,4,0,0,0,1,1,0,1,1,0,0,0,0,0,3,1,0,0,2,0,-1,0,1,-1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
355,3,5,6,0.0531,1,1,0,2,1,0,4,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,2,0,-1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1
355,3,5,6,0.0531,1,1,0,2,1,0,4,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,2,0,-1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
359,3,5,6,0.035,1,0,0,2,2,3,2,1,3,3,3,1,0,1,1,0,3,0,0,0,0,0,0,0,2,1,1994,86,1,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
359,3,5,6,0.035,1,0,0,2,2,3,2,1,3,3,3,1,0,1,1,0,3,0,0,0,0,0,0,0,2,1,1994,86,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0
359,3,5,6,0.035,1,0,0,2,2,3,2,1,3,3,3,1,0,1,1,0,3,0,0,0,0,0,0,0,2,1,1994,86,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
359,3,5,6,0.2073,2,0,0,2,0,1,5,1,1,1,2,3,0,1,1,0,3,1,0,0,0,0,0,0,3,1,1990,38,1,1,0,4,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0
359,3,5,6,0.2073,2,0,0,2,0,1,5,1,1,1,2,3,0,1,1,0,3,1,0,0,0,0,0,0,3,1,1990,38,1,1,0,4,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
359,3,5,6,0.2073,2,0,0,2,0,1,5,1,1,1,2,3,0,1,1,0,3,1,0,0,0,0,0,0,3,1,1990,38,1,1,0,4,1,2,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
360,3,6,7,0.066,1,0,1,3,0,3,3,1,1,1,1,3,0.5,4,1,2,3,1,1,0,0,0,1,2,2,0,-1,0,1,1,1,3,0,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0
360,3,6,7,0.066,1,0,1,3,0,3,3,1,1,1,1,3,0.5,4,1,2,3,1,1,0,0,0,1,2,2,0,-1,0,1,1,1,3,0,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
360,3,6,7,0.066,1,0,1,3,0,3,3,1,1,1,1,3,0.5,4,1,2,3,1,1,0,0,0,1,2,2,0,-1,0,1,1,1,3,0,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0
360,3,6,7,0.077,1,1,0,2,1,0,3,0,0,0,1,1,0,5,1,0,0,0,1,1,3,3,0,2,2,0,-1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,-1,1,0,0,0,0,0,1,3,0,0,3,0,1
360,3,6,7,0.077,1,1,0,2,1,0,3,0,0,0,1,1,0,5,1,0,0,0,1,1,3,3,0,2,2,0,-1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
360,3,6,7,0.077,1,1,0,2,1,0,3,0,0,0,1,1,0,5,1,0,0,0,1,1,3,3,0,2,2,0,-1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,3,0,1
365,3,6,8,0.0096,1,0,2,5,1,3,2,1,3,3,1,1,4,1,2,3,3,0,3,2,4,4,1,0,4,1,1956,92,-1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,3,5,1
365,3,6,8,0.0096,1,0,2,5,1,3,2,1,3,3,1,1,4,1,2,3,3,0,2,1,4,4,1,0,4,1,1956,92,-1,0,0,4,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,4,5,1
365,3,6,8,0.0096,1,0,2,5,1,3,2,1,3,3,1,1,4,1,2,3,3,0,1,1,4,4,1,0,4,1,1956,92,-1,0,0,4,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,4,0,0,-1,5,1
365,3,6,8,0.038,1,1,2,5,2,2,4,1,2,2,1,1,1,5,3,3,3,1,0,0,0,0,0,2,2,1,1990,0.3197,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
365,3,6,8,0.038,1,1,2,5,2,2,4,1,2,2,1,1,1,5,3,3,3,1,0,0,0,0,0,2,2,1,1990,0.3197,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
365,3,6,8,0.038,1,1,2,5,2,2,4,1,2,2,1,1,1,5,3,3,3,1,0,0,0,0,0,2,2,1,1990,0.3197,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
365,3,5,8,0.0013,1,0,2,5,1,3,2,1,3,3,0,0,1.6666666667,3,3,3,3,0,0,0,0,0,1,0,3,1,1957,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
365,3,5,8,0.0013,1,0,2,5,1,3,2,1,3,3,0,0,1.6666666667,3,3,3,3,0,0,0,0,0,1,0,3,1,1957,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,1,0
365,3,5,8,0.0013,1,0,2,5,1,3,2,1,3,3,0,0,1.6666666667,3,3,3,3,0,0,0,0,0,1,0,3,1,1957,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
365,3,5,8,0.0042,1,1,0,2,1,0,4,0,0,0,1,1,0,0,0,0,0,0,0,1,4,4,0,0,1,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1
365,3,5,8,0.0042,1,1,0,2,1,0,4,0,0,0,1,1,0,0,0,0,0,0,0,1,4,4,0,0,1,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1
365,3,5,8,0.0042,1,1,0,2,1,0,4,0,0,0,1,1,0,0,0,0,0,0,0,1,4,4,0,0,1,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1
365,3,5,8,0.0056,1,-1,2,5,1,3,2,1,3,3,3,1,1,5,3,3,1,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
365,3,5,8,0.0056,1,-1,2,5,1,3,2,1,3,3,3,1,1,5,3,3,1,0,0,1,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1
365,3,5,8,0.0056,1,-1,2,5,1,3,2,1,3,3,3,1,1,5,3,3,1,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
365,3,5,8,0.0028,1,0,2,5,1,3,3,1,3,3,1,1,0.6,5,3,1,3,0,0,1,4,2,2,0,3,1,1957,87,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,-1,0,1,4,0
365,3,5,8,0.0028,1,0,2,5,1,3,3,1,3,3,1,1,0.6,5,3,1,3,0,0,0,4,2,2,0,3,1,1957,87,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0
365,3,5,8,0.0028,1,0,2,5,1,3,3,1,3,3,1,1,0.6,5,3,1,3,0,0,0,4,2,2,0,3,1,1957,87,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
365,3,5,8,0.0028,1,1,2,5,1,3,2,1,2,2,2,1,0,5,1,0,3,1,0,0,0,2,0,0,2,0,-1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,3,5,8,0.0028,1,1,2,5,1,3,2,1,2,2,2,1,0,5,1,0,3,1,0,0,0,2,0,0,2,0,-1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,3,5,8,0.0028,1,1,2,5,1,3,2,1,2,2,2,1,0,5,1,0,3,1,0,0,0,2,0,0,2,0,-1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,3,5,8,0.0031,1,1,2,8,2,3,3,0,0,0,1,3,0.6,5,3,1,3,0,0,0,0,1,0,0,2,1,1923,83.5,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,3,5,8,0.0031,1,1,2,8,2,3,3,0,0,0,1,3,0.6,5,3,1,3,0,0,0,0,1,0,0,2,1,1923,83.5,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
365,3,5,8,0.0031,1,1,2,8,2,3,3,0,0,0,1,3,0.6,5,3,1,3,0,0,0,0,1,0,0,2,1,1923,83.5,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,3,5,8,0.0029,1,0,2,5,1,3,4,0,0,0,0,0,1.2,5,3,4,3,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0
365,3,5,8,0.0029,1,0,2,5,1,3,4,0,0,0,0,0,1.2,5,3,4,3,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
365,3,5,8,0.0029,1,0,2,5,1,3,4,0,0,0,0,0,1.2,5,3,4,3,0,0,0,0,0,0,0,3,0,-1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,0,1,0
365,3,5,8,0.0017,1,0,2,8,2,3,2,1,3,3,0,0,2,3,3,4,3,0,0,0,0,1,0,0,2,1,1944,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,3,5,8,0.0017,1,0,2,8,2,3,2,1,3,3,0,0,2,3,3,4,3,0,0,0,0,1,0,0,2,1,1944,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,3,5,8,0.0017,1,0,2,8,2,3,2,1,3,3,0,0,2,3,3,4,3,0,0,0,0,1,0,0,2,1,1944,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
365,3,5,8,0.0031,1,1,0,2,2,3,2,1,3,3,0,0,0.6,5,3,1,3,0,0,0,0,2,0,0,2,1,1922,97.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
365,3,5,8,0.0031,1,1,0,2,2,3,2,1,3,3,0,0,0.6,5,3,1,3,0,0,0,0,2,0,0,2,1,1922,97.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
365,3,5,8,0.0031,1,1,0,2,2,3,2,1,3,3,0,0,0.6,5,3,1,3,0,0,0,0,2,0,0,2,1,1922,97.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
366,3,6,6,0.257,2,0,1,2,0,1,5,1,1,1,2,3,2,1,1,2,3,1,0,0,4,4,0,2,2,0,-1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
366,3,6,6,0.257,2,0,1,2,0,1,5,1,1,1,2,3,2,1,1,2,3,1,0,0,4,4,0,2,2,0,-1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
366,3,6,6,0.257,2,0,1,2,0,1,5,1,1,1,2,3,2,1,1,2,3,1,0,0,4,4,0,2,2,0,-1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
367,3,5,6,0.296,2,0,1,2,0,1,5,0,0,0,1,3,2,1,1,2,1,1,0,0,1,3,0,2,2,0,-1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
367,3,5,6,0.296,2,0,1,2,0,1,5,0,0,0,1,3,2,1,1,2,1,1,0,0,1,3,0,2,2,0,-1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0
367,3,5,6,0.296,2,0,1,2,0,1,5,0,0,0,1,3,2,1,1,2,1,1,0,0,1,3,0,2,2,0,-1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
368,3,5,6,0.07,1,0,0,1,0,3,3,0,0,0,1,3,0,1,1,0,3,0,0,0,0,2,0,0,2,0,-1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,3,5,6,0.07,1,0,0,1,0,3,3,0,0,0,1,3,0,1,1,0,3,0,0,0,0,2,0,0,2,0,-1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
368,3,5,6,0.07,1,0,0,1,0,3,3,0,0,0,1,3,0,1,1,0,3,0,0,0,0,2,0,0,2,0,-1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,3,5,6,0.063,2,0,1,2,0,1,5,0,0,0,1,3,2,1,1,2,1,1,0,0,0,0,0,0,2,0,-1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,3,5,6,0.063,2,0,1,2,0,1,5,0,0,0,1,3,2,1,1,2,1,1,0,0,0,0,0,0,2,0,-1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,3,5,6,0.063,2,0,1,2,0,1,5,0,0,0,1,3,2,1,1,2,1,1,0,0,0,0,0,0,2,0,-1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,3,6,7,0.15,2,0,0,2,0,3,5,0,0,0,1,3,2,1,1,2,0,1,1,0,0,0,0,2,2,0,-1,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0
369,3,6,7,0.15,2,0,0,2,0,3,5,0,0,0,1,3,2,1,1,2,0,1,1,0,0,0,0,2,2,0,-1,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
369,3,6,7,0.15,2,0,0,2,0,3,5,0,0,0,1,3,2,1,1,2,0,1,1,0,0,0,0,2,2,0,-1,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0
369,3,5,7,0.005,1,0,2,5,1,3,2,0,0,0,1,1,1,5,3,3,3,0,0,0,1,1,0,2,2,0,-1,0,1,0,0,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0
369,3,5,7,0.005,1,0,2,5,1,3,2,0,0,0,1,1,1,5,3,3,3,0,0,0,1,1,0,2,2,0,-1,0,1,0,0,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0
369,3,5,7,0.005,1,0,2,5,1,3,2,0,0,0,1,1,1,5,3,3,3,0,0,0,1,1,0,2,2,0,-1,0,1,0,0,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0
369,3,6,7,0.032,2,0,0,2,0,3,4,1,3,3,2,3,2,1,1,2,3,1,0,0,0,0,0,2,3,1,1998,100,0,0,0,4,0,2,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0
369,3,6,7,0.032,2,0,0,2,0,3,4,1,3,3,2,3,2,1,1,2,3,1,0,0,0,0,0,2,3,1,1998,100,0,0,0,4,0,2,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0
369,3,6,7,0.032,2,0,0,2,0,3,4,1,3,3,2,3,2,1,1,2,3,1,0,0,0,0,0,2,3,1,1998,100,0,0,0,4,0,2,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0
370,3,6,6,0.11,2,0,0,2,0,1,4,0,0,0,1,3,0,1,1,0,1,1,0,0,0,0,0,0,3,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
370,3,6,6,0.11,2,0,0,2,0,1,4,0,0,0,1,3,0,1,1,0,1,1,0,0,0,0,0,0,3,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,3,6,6,0.11,2,0,0,2,0,1,4,0,0,0,1,3,0,1,1,0,1,1,0,0,0,0,0,0,3,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
370,3,5,6,0.04,2,0,1,1,0,2,1,1,2,2,3,3,0.6666666667,3,1,2,0,0,0,0,4,3,1,2,2,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,3,5,6,0.04,2,0,1,1,0,2,1,1,2,2,3,3,0.6666666667,3,1,2,0,0,0,0,4,3,1,2,2,0,-1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
370,3,5,6,0.04,2,0,1,1,0,2,1,1,2,2,3,3,0.6666666667,3,1,2,0,0,0,0,4,3,1,2,2,0,-1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
372,3,5,6,0.0389,1,1,2,2,0,3,2,1,3,3,3,1,5,1,3,3,3,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,4,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
372,3,5,6,0.0389,1,1,2,2,0,3,2,1,3,3,3,1,5,1,3,3,3,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,4,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
372,3,5,6,0.0389,1,1,2,2,0,3,2,1,3,3,3,1,5,1,3,3,3,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,4,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,3,0,0,1,1,0
372,3,5,6,0.0706,0,0,-1,-1,0,3,3,1,3,3,0,0,0,1,1,0,3,0,0,0,0,0,0,0,4,1,1921,-1,0,0,0,3,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,1,1,1,1,0,0,0,0,3,3,0
372,3,5,6,0.0706,0,0,-1,-1,0,3,3,1,3,3,0,0,0,1,1,0,3,0,0,0,0,0,0,0,2,1,1921,-1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3,0,0
372,3,5,6,0.0706,0,0,-1,-1,0,3,3,1,3,3,0,0,0,1,1,0,3,0,0,0,0,0,0,0,2,1,1921,-1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,3,0,0
372,3,4,6,0.0174,1,0,0,2,0,2,3,1,2,2,2,1,5,1,3,3,3,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,4,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3,0,0,1,5,1
372,3,4,6,0.0174,1,0,0,2,0,2,3,1,2,2,2,1,5,1,3,3,3,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
372,3,4,6,0.0174,1,0,0,2,0,2,3,1,2,2,2,1,5,1,3,3,3,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,-1,-1,0,0,2,1,0
372,3,4,6,0.019,2,0,0,2,1,1,5,0,0,0,1,3,2,1,1,2,1,1,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,3,4,6,0.019,2,0,0,2,1,1,5,0,0,0,1,3,2,1,1,2,1,1,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,3,4,6,0.019,2,0,0,2,1,1,5,0,0,0,1,3,2,1,1,2,1,1,1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,3,5,6,0.02,2,0,2,2,0,3,4,1,3,3,1,3,0.75,4,2,2,3,0,1,0,0,0,0,0,3,0,-1,-1,0,0,0,4,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
